,short_name,nationality,club,age,wage_eur,value_eur,mentality_positioning,attacking_finishing,movement_reactions,skill_ball_control,power_shot_power,value_pred
4912,F. Platte,Germany,SV Darmstadt 98,23,11000,2500000,70,70,65,68,71,2270625.0
4916,F. Kamberi,Switzerland,Hibernian,24,5000,2500000,65,68,62,66,77,2088200.0
4922,P. Cuadra,Argentina,Unión de Santa Fe,24,8000,2500000,63,67,62,71,71,2054200.0
4923,A. Guðmundsson,Iceland,AZ Alkmaar,22,6000,2500000,61,66,66,75,67,1618000.0
4928,A. Mabil,Australia,FC Midtjylland,23,12000,2400000,68,60,64,70,65,2144825.0
4930,M. Ingvartsen,Denmark,1. FC Union Berlin,23,19000,2500000,74,71,67,68,67,2182375.0
4941,Sergi Canós,Spain,Brentford,22,22000,2400000,69,68,67,69,70,1769000.0
4943,S. Cosgrove,England,Aberdeen,22,5000,2500000,70,72,66,63,75,2198625.0
4946,J. Báez,Uruguay,Cosenza,24,2000,2400000,65,65,69,70,69,1868400.0
4955,F. Diabaté,Mali,Leicester City,23,35000,2400000,69,68,66,73,68,2308125.0
4958,E. Koljić,Bosnia Herzegovina,Universitatea Craiova,23,6000,2500000,74,74,64,56,77,2660625.0
4962,F. Durmishaj,Greece,Olympiacos CFP,22,1000,2500000,72,73,61,65,77,2416875.0
4974,L. Đorđević,Montenegro,Lokomotiv Moscow,24,1000,2400000,65,73,67,70,60,2134375.0
4979,M. Caballero,Paraguay,Unión Española,24,4000,2400000,72,71,69,63,69,1276200.0
4984,A. Boljević,Montenegro,Standard de Liège,23,9000,2400000,68,60,66,70,63,2111075.0
4990,U. Đurđević,Serbia,Real Sporting de Gijón,25,7000,2400000,72,71,67,67,74,2391375.0
5003,Jorge Pombo,Spain,Real Zaragoza,25,7000,2400000,70,68,64,70,75,2254500.0
5020,N. Ibáñez,Argentina,Atlético de San Luis,24,8000,2400000,72,70,67,64,71,1932400.0
5025,Y. Njie,Gambia,Boavista FC,25,4000,2400000,69,68,69,69,73,1987000.0
5028,D. Pineda,El Salvador,Santa Clara,23,4000,2400000,67,61,69,74,72,2794000.0
5029,A. Păun,Romania,CFR Cluj,24,7000,2400000,57,57,66,72,73,2081850.0
5035,Ademilson,Brazil,Gamba Osaka,25,8000,2300000,66,69,65,69,70,2023875.0
5045,R. Insigne,Italy,Benevento,25,3000,2300000,67,66,66,71,59,1655625.0
5064,G. Giakoumakis,Greece,AEK Athens,24,1000,2400000,68,72,66,61,76,2036750.0
5065,D. Zuma,South Africa,Kaizer Chiefs,24,1000,2300000,66,60,63,71,50,2038125.0
5070,T. Chorý,Czech Republic,Viktoria Plzeň,24,1000,2400000,73,70,68,65,69,2056000.0
5071,H. Nielsen,Norway,SpVgg Greuther Fürth,25,7000,2300000,72,71,69,71,75,2605375.0
5081,Z. Gano,Belgium,KRC Genk,25,10000,2300000,70,70,69,66,70,2155375.0
5088,L. James,Nigeria,Molde FK,26,5000,2200000,70,70,67,70,71,2034000.0
5097,Lucas João,Portugal,Reading,25,13000,2300000,65,69,64,68,77,2302875.0
5114,M. Sylla,Senegal,KAA Gent,25,12000,2300000,68,69,66,69,71,2011250.0
5121,H. Duljević,Bosnia Herzegovina,Nîmes Olympique,25,13000,2200000,64,54,65,74,61,2261450.0
5122,B. Aouacheria,France,Moreirense FC,25,7000,2200000,70,68,71,74,77,3090000.0
5128,C. Wickham,England,Crystal Palace,26,29000,2200000,68,73,71,70,76,3636500.0
5133,Abdón Prats,Spain,RCD Mallorca,26,15000,2200000,69,74,67,66,78,2298625.0
5143,Y. Reyna,Peru,Vancouver Whitecaps FC,25,5000,2200000,65,66,66,74,69,2024400.0
5152,Y. Niakaté,France,Al Wehda,26,15000,2200000,70,73,63,58,78,1943850.0
5155,K. Sugimoto,Japan,Urawa Red Diamonds,26,8000,2200000,71,68,67,68,73,2137125.0
5162,B. Jeannot,France,Dijon FCO,27,9000,2100000,73,72,73,71,71,2651625.0
5166,I. Saadi,Algeria,KSV Cercle Brugge,27,9000,2100000,73,71,65,66,81,2290850.0
5169,S. Araujo,Argentina,UD Las Palmas,27,7000,2100000,70,69,78,75,68,2581250.0
5193,B. Hrgota,Sweden,SpVgg Greuther Fürth,26,7000,2100000,69,72,66,70,74,2250750.0
5206,S. Hogan,Republic of Ireland,Stoke City,27,20000,2100000,73,70,70,68,67,1400875.0
5210,E. Torregrossa,Italy,Brescia,27,9000,2100000,74,71,70,67,70,2401750.0
5213,C. Buonaiuto,Italy,Perugia,26,3000,2100000,69,70,66,70,73,1989625.0
5221,Y. Gomis,Senegal,Racing Club de Lens,27,7000,2100000,74,68,61,71,70,1660375.0
5229,L. Conderia,Ecuador,Ecuador,26,0,0,69,79,59,68,68,721000.0
5240,Nino,Spain,Elche CF,39,4000,525000,82,77,81,69,63,1668875.0
5245,U. Bulut,Turkey,Kayserispor,36,7000,625000,77,72,70,63,77,2752000.0
5249,D. Moscardelli,Italy,Pisa,39,2000,525000,68,68,68,80,82,3377500.0
5255,E. Calaiò,Italy,US Salernitana 1919,37,2000,625000,72,74,65,69,71,1231250.0
5258,L. Clarke,England,Sheffield United,34,20000,925000,69,71,68,67,70,1376625.0
5262,Gao Lin,China PR,Guangzhou Evergrande Taobao FC,33,14000,1100000,69,64,67,65,83,1069350.0
5264,Casadesús,Spain,AD Alcorcón,34,7000,925000,74,61,73,71,74,1579750.0
5270,A. Le Fondre,England,Sydney FC,32,6000,1400000,71,75,68,69,70,1841375.0
5275,S. Fletcher,Scotland,Sheffield Wednesday,32,17000,1400000,68,71,70,70,76,2510750.0
5277,C. Jerome,England,Göztepe SK,32,15000,1400000,68,70,68,66,79,1531875.0
5281,K. Lafferty,Northern Ireland,Northern Ireland,31,0,0,66,70,72,65,75,473125.0
5289,S. Allagui,Tunisia,Royal Excel Mouscron,33,8000,1100000,71,67,71,71,73,1457125.0
5292,F. Campbell,England,Huddersfield Town,31,20000,1600000,72,72,66,67,68,2038200.0
5295,Hugo Vieira,Portugal,Sivasspor,30,9000,1700000,71,66,75,68,71,1754125.0
5296,Ukra,Portugal,Santa Clara,31,4000,1600000,67,60,70,72,73,2127050.0
5315,Yeom Ki Hun,Korea Republic,Suwon Samsung Bluewings,36,4000,600000,73,68,71,70,74,1285500.0
5316,Lee Keun Ho,Korea Republic,Ulsan Hyundai FC,34,6000,925000,74,67,69,68,67,1124000.0
5327,Nenê,Brazil,Moreirense FC,35,6000,825000,75,74,67,65,74,1528375.0
5339,A. Ríos,Argentina,San Jose Earthquakes,29,6000,1800000,64,72,67,69,70,1738250.0
5340,K. Németh,Hungary,Sporting Kansas City,30,5000,1700000,75,70,73,68,71,1877625.0
5346,R. Bobadilla,Paraguay,Argentinos Juniors,32,8000,1400000,70,66,67,70,73,1421375.0
5347,P. Helland,Norway,Rosenborg BK,29,5000,1700000,70,65,67,70,84,1729100.0
5354,L. Vibe,Denmark,IFK Göteborg,32,4000,1400000,74,70,73,66,70,1646750.0
5355,K. Sigþórsson,Iceland,AIK,29,7000,1800000,74,71,72,63,72,1657500.0
5361,Wellington,Brazil,Vissel Kobe,31,6000,1600000,67,73,66,68,72,1939500.0
5362,M. Larrondo,Chile,Unión La Calera,30,3000,1700000,65,72,64,72,72,2548750.0
5371,S. Privat,France,FC Sochaux-Montbéliard,29,5000,1800000,71,68,70,69,72,1874625.0
5372,S. Hain,Germany,SpVgg Unterhaching,30,4000,1700000,72,73,69,70,68,2242750.0
5374,Z. Sadaev,Russia,MKE Ankaragücü,29,14000,1800000,70,72,66,74,75,3838500.0
5377,M. Yatabaré,Mali,Sivasspor,33,9000,1100000,68,67,66,69,79,1336250.0
5380,M. Pektemek,Turkey,Kasimpaşa SK,30,9000,1700000,71,71,74,72,69,1927750.0
5382,M. Iajour,Morocco,Damac FC,34,13000,925000,68,74,66,68,68,1226625.0
5387,M. Schäffler,Germany,SV Wehen Wiesbaden,30,11000,1700000,73,74,71,64,73,2101375.0
5389,M. El Kabir,Morocco,Çaykur Rizespor,30,9000,1700000,70,69,68,70,72,1826625.0
5393,L. Taylor,Montserrat,Charlton Athletic,29,12000,1800000,75,74,67,69,66,2072000.0
5395,D. Hoesen,Netherlands,San Jose Earthquakes,28,6000,1800000,75,72,68,71,70,2041125.0
5404,M. Pourié,Germany,Karlsruher SC,28,10000,1800000,70,72,68,65,74,1726000.0
5412,Magno,Brazil,Jeju United FC,31,4000,1600000,72,72,65,74,68,2313750.0
5416,M. Rondón,Venezuela,CFR Cluj,33,8000,1100000,71,70,70,70,67,1639250.0
5425,I. Sylla,Guinea,KV Oostende,28,10000,1800000,73,68,66,68,70,1617000.0
5427,P. Škuletić,Serbia,Montpellier HSC,29,19000,1800000,74,75,55,67,74,2469250.0
5432,W. Grigg,Northern Ireland,Sunderland,27,9000,1900000,73,72,68,63,68,1602200.0
5440,P. Testroet,Germany,FC Erzgebirge Aue,28,6000,1800000,71,72,68,68,71,2511125.0
5451,L. Traoré,Ivory Coast,CFR Cluj,29,9000,1800000,70,71,66,66,74,1761475.0
5472,M. Quiroga,Argentina,Club Necaxa,29,9000,1800000,72,67,67,67,68,1455875.0
5477,A. La Mantia,Italy,Lecce,28,11000,1800000,71,75,69,67,73,2237500.0
5478,Álvaro Vázquez,Spain,Real Sporting de Gijón,28,7000,1800000,71,73,65,68,71,1928375.0
5479,E. Kachunga,DR Congo,Huddersfield Town,27,20000,1900000,71,70,71,71,72,2577500.0
5484,M. Vilhjálmsson,Iceland,Vålerenga Fotball,32,4000,1400000,71,70,60,64,68,1429225.0
5485,A. Gogia,Germany,1. FC Union Berlin,27,22000,1900000,67,68,65,75,70,2156375.0
5490,N. Wells,Bermuda,Queens Park Rangers,29,7000,1800000,70,68,68,71,69,1771000.0
5491,N. Kebano,DR Congo,Fulham,27,25000,1900000,67,67,63,73,65,1963875.0
5498,F. Raspentino,France,Grenoble Foot 38,30,5000,1700000,69,71,69,70,67,1919725.0
5505,D. Riascos,Colombia,Universidad Católica,33,8000,1100000,67,65,66,69,73,1092750.0
5508,Luís Leal,São Tomé & Príncipe,Newell's Old Boys,32,11000,1400000,69,68,72,65,81,1620975.0
5528,P. Iemmello,Italy,Perugia,27,3000,1900000,76,72,64,72,65,2161500.0
5540,B. Zolinski,Germany,SC Paderborn 07,27,14000,1900000,71,69,70,67,75,2057375.0
5542,Jung Seok Hwa,Korea Republic,Gangwon FC,28,4000,1800000,67,64,68,70,68,1662100.0
5555,S. Ubilla,Chile,Universidad de Chile,28,8000,1800000,70,65,62,70,72,1535000.0
5560,M. Cerato,Argentina,CD Everton de Viña del Mar,31,3000,1600000,73,61,53,71,59,1583125.0
5561,R. Fernández,Chile,Al Fayha,28,14000,1800000,67,75,67,66,72,1823500.0
5562,R. Farfán,Chile,Coquimbo Unido,27,3000,1900000,71,58,66,65,64,1542475.0
5563,J. Caicedo,Colombia,New England Revolution,29,6000,1800000,76,69,65,62,68,1367025.0
5572,M. Cauteruccio,Uruguay,Cruz Azul,32,15000,1400000,68,70,66,70,74,1460375.0
5575,M. Barragán,Mexico,U.N.A.M.,27,13000,1900000,69,69,62,70,69,1764025.0
5578,F. Adi,Nigeria,FC Cincinnati,28,6000,1800000,71,68,69,70,74,1827875.0
5580,Eric,Brazil,FC Viitorul,33,7000,1100000,69,70,65,72,71,2613875.0
5582,Leandro Pereira,Brazil,Sanfrecce Hiroshima,27,8000,1900000,70,70,64,70,71,1704625.0
5585,Y. Kakitani,Japan,Cerezo Osaka,29,6000,1800000,74,68,72,72,71,3145750.0
5588,Zé Manuel,Portugal,Santa Clara,28,4000,1800000,69,72,68,70,78,2135250.0
5592,M. Riquelme,Argentina,Universidad de Chile,30,8000,1700000,68,70,68,67,70,1558500.0
5601,E. Farias,Venezuela,Junior FC,31,3000,1600000,67,78,61,65,79,2162750.0
5624,Raphael Paneira,Brazil,Grêmio,31,17000,1600000,74,62,73,76,52,5069525.0
5626,Sevinho Santos,Brazil,Cruzeiro,31,17000,1600000,77,66,72,71,68,1759000.0
5627,L. Castro,Colombia,Independiente Medellín,27,3000,1900000,72,75,64,67,73,2319125.0
5643,C. Ramirez,United States,Houston Dynamo,28,6000,1800000,75,70,67,73,70,2063875.0
5644,D. Orgill,Jamaica,MKE Ankaragücü,29,14000,1800000,72,71,74,68,57,1871625.0
5645,D. Keita-Ruel,France,SpVgg Greuther Fürth,29,7000,1800000,68,72,63,63,74,1600250.0
5650,D. Valdés,Colombia,Deportes Tolima,28,3000,1800000,69,75,66,66,70,1796125.0
5655,C. Golofca,Romania,FC Botoşani,29,8000,1700000,62,64,62,77,70,2586750.0
5662,M. Barrow,Gambia,Atalanta,20,18000,2300000,72,71,66,69,64,1417825.0
5667,T. Weah,United States,LOSC Lille,19,11000,2300000,65,70,59,66,70,1907375.0
5671,M. Romero,Argentina,Vélez Sarsfield,20,6000,2300000,65,72,62,68,76,2203125.0
5677,I. Aliseda,Argentina,Defensa y Justicia,19,4000,2300000,65,59,63,71,65,1375950.0
5678,S. Plaza,Ecuador,Real Valladolid CF,20,8000,2300000,66,67,66,65,72,1826375.0
5679,R. Márquez,Colombia,Unión Magdalena,21,1000,2300000,70,72,56,68,67,2044750.0
5683,I. Niane,Senegal,FC Metz,20,7000,2000000,66,69,62,67,75,1699200.0
5684,J. Macías,Mexico,Club León,19,9000,2000000,68,72,62,67,70,1798875.0
5687,Dani Gómez,Spain,CD Tenerife,20,4000,2000000,71,72,61,70,64,1841250.0
5688,D. Joveljić,Serbia,Eintracht Frankfurt,19,10000,2000000,73,73,71,72,63,2634500.0
5712,L. Sinisterra,Colombia,Feyenoord,20,6000,1800000,68,60,64,68,64,1686250.0
5730,J. Serra,Germany,Holstein Kiel,21,6000,1700000,71,69,62,65,76,1675675.0
5731,C. Timite,Ivory Coast,Amiens SC,21,7000,1700000,68,69,63,70,78,2066125.0
5739,C. Ejuke,Nigeria,SC Heerenveen,21,4000,1700000,64,63,59,69,65,1471250.0
5743,T. Chancalay,Argentina,Club Atlético Colón,20,6000,1700000,65,65,62,71,62,1416150.0
5752,D. Oberlin,Switzerland,SV Zulte-Waregem,21,6000,1700000,64,69,56,70,67,1201125.0
5760,A. Vega,Mexico,Guadalajara,21,14000,1700000,69,74,68,68,66,1692625.0
5762,D. Vanzeir,Belgium,KV Mechelen,21,6000,1600000,66,68,61,70,64,1484875.0
5765,I. Cardona,France,Stade Brestois 29,21,7000,1700000,65,69,63,70,70,1568250.0
5769,Rui Costa,Portugal,AD Alcorcón,23,5000,1600000,70,70,64,72,73,1798250.0
5771,E. Apeh,Nigeria,RC Celta,22,10000,1600000,68,66,67,64,70,1297425.0
5774,J. Wind,Denmark,FC København,20,8000,1700000,69,68,68,67,67,1554250.0
5778,B. Eleke,Nigeria,FC Luzern,23,7000,1600000,70,71,59,71,68,1619875.0
5788,E. Brophy,Scotland,Kilmarnock,23,4000,1600000,65,70,59,68,72,1548700.0
5805,L. Lamprou,Greece,PAOK,21,1000,1600000,68,70,66,72,67,1968250.0
5808,D. Vente,Netherlands,Feyenoord,20,6000,1600000,73,71,66,71,61,1882375.0
5815,A. Bareiro,Paraguay,San Lorenzo de Almagro,22,9000,1600000,71,72,62,70,61,1688250.0
5823,Denilson,Brazil,CD Tondela,23,4000,1500000,67,69,63,72,66,1633875.0
5830,J. Larsson,Sweden,Spartak Moscow,22,1000,1500000,69,70,65,69,71,1572500.0
5834,M. Cassierra,Colombia,Racing Club,22,9000,1500000,67,73,64,65,67,1218250.0
5835,R. Zekhnini,Norway,FC Twente,21,5000,1500000,64,63,60,69,68,1337325.0
5836,P. Joosten,Netherlands,FC Utrecht,23,9000,1500000,59,63,66,72,82,1763125.0
5840,J. Mees,Germany,1. FC Union Berlin,23,16000,1500000,67,70,64,69,67,1486500.0
5844,S. Ganvoula,Congo,VfL Bochum 1848,23,9000,1500000,68,70,61,58,75,1215200.0
5847,Marc Gual,Spain,Girona FC,23,5000,1500000,70,68,64,68,70,1825375.0
5852,E. López,Colombia,Estudiantes de La Plata,24,8000,1500000,76,69,68,67,67,1394875.0
5859,A. Fletcher,England,Middlesbrough,23,15000,1500000,66,68,66,65,72,1474500.0
5864,G. Engvall,Sweden,KV Mechelen,23,7000,1500000,72,70,64,72,72,1871125.0
5865,C. Strandberg,Sweden,Örebro SK,23,3000,1500000,68,66,67,61,78,1380750.0
5889,M. Hartel,Germany,DSC Arminia Bielefeld,23,8000,1400000,64,61,65,74,69,1804000.0
5891,Y. Meité,Ivory Coast,Reading,23,10000,1500000,68,67,65,57,77,1283950.0
5897,S. Tetteh,Ghana,LASK Linz,22,6000,1500000,65,67,68,70,74,1308500.0
5901,Klauss,Brazil,LASK Linz,22,6000,1500000,69,67,68,65,71,1157875.0
5915,K. Wriedt,Ghana,Bayern München II,24,3000,1400000,66,70,65,64,71,1262575.0
5917,G. Monachello,Italy,Pordenone,25,2000,1400000,70,70,68,69,74,1645875.0
5918,C. Lombardi,Italy,US Salernitana 1919,23,2000,1400000,64,62,58,74,69,1346500.0
5919,L. Spalvis,Lithuania,1. FC Kaiserslautern,24,3000,1400000,70,70,63,67,75,1503250.0
5920,J. Kaprof,Argentina,Arsenal de Sarandí,24,5000,1400000,69,67,63,67,65,1298250.0
5926,Nano,Spain,Cádiz CF,24,5000,1400000,70,65,68,70,70,1596375.0
5931,S. Becker,Netherlands,1. FC Union Berlin,24,16000,1400000,66,62,65,67,74,1245975.0
5936,O. Burke,Scotland,West Bromwich Albion,22,18000,1400000,67,69,65,62,73,858000.0
5937,Sergio Santos,Brazil,Philadelphia Union,24,4000,1400000,66,68,55,76,69,2119250.0
5939,L. Jallow,Gambia,US Salernitana 1919,24,2000,1400000,67,74,53,69,70,1397250.0
5946,H. Toledo,Argentina,Club Atlético Banfield,23,7000,1400000,63,67,70,69,66,1322725.0
5978,Bruno Mendes,Brazil,Cerezo Osaka,24,4000,1400000,67,72,60,67,71,1430750.0
5993,K. Hazard,Belgium,KSV Cercle Brugge,23,7000,1400000,66,56,63,72,61,1564650.0
5998,Álex López,Spain,Extremadura UD,25,4000,1400000,75,67,62,67,68,1184525.0
6005,M. Turay,Sierra Leone,Djurgårdens IF,24,3000,1400000,69,67,58,66,66,1219875.0
6006,K. Chinen,Japan,Kawasaki Frontale,24,5000,1400000,69,69,70,66,65,1349125.0
6007,A. Zreľák,Slovakia,1. FC Nürnberg,25,8000,1400000,71,69,65,64,73,1288700.0
6021,E. Torres,Mexico,Club Tijuana,26,11000,1300000,71,67,70,64,72,1093325.0
6026,S. Berahino,Burundi,SV Zulte-Waregem,25,8000,1300000,68,70,65,70,74,1370375.0
6029,D. Rubio,Chile,Colorado Rapids,26,5000,1300000,70,70,65,70,73,1445125.0
6030,B. Omrani,France,CFR Cluj,25,7000,1300000,68,67,68,67,66,1240750.0
6031,Guillermo,Spain,CD Numancia,26,6000,1300000,70,67,71,69,66,1539000.0
6033,B. Tashchy,Ukraine,FC St. Pauli,25,9000,1300000,69,68,64,72,64,2384250.0
6036,M. Yattara,Guinea,AJ Auxerre,25,4000,1300000,65,70,60,67,73,1348125.0
6047,K. Kodro,Bosnia Herzegovina,Athletic Club de Bilbao,25,11000,1300000,69,69,65,73,72,2733000.0
6051,J. Maclaren,Australia,Melbourne City FC,25,7000,1300000,71,68,74,66,65,1394625.0
6074,U. Nayir,Turkey,Beşiktaş JK,26,28000,1300000,69,71,66,70,62,1448875.0
6077,M. Suzuki,Japan,Hokkaido Consadole Sapporo,25,3000,1300000,69,75,67,63,65,1388375.0
6089,F. Holender,Hungary,FC Lugano,24,4000,1400000,59,71,67,69,66,1439375.0
6108,K. Przybyłko,Poland,Philadelphia Union,26,5000,1300000,69,71,64,65,70,1252750.0
6113,D. Diamantakos,Greece,FC St. Pauli,26,10000,1300000,65,67,66,66,77,1269000.0
6124,Douglas Tanque,Brazil,FC Paços de Ferreira,25,6000,1300000,74,71,72,63,76,1855500.0
6135,J. Bolingi,DR Congo,Royal Antwerp FC,25,7000,1300000,69,67,68,71,68,1497500.0
6137,Aylton Boa Morte,Portugal,Portimonense SC,25,5000,1300000,71,63,72,71,76,1710100.0
6138,D. Frieser,Austria,LASK Linz,25,6000,1300000,68,69,72,69,64,1547475.0
6148,J. Marquis,England,Portsmouth,27,7000,1200000,71,68,68,59,68,946275.0
6150,J. Agudelo,United States,New England Revolution,26,5000,1300000,68,63,65,70,73,1207250.0
6153,T. Bradshaw,Wales,Millwall,26,8000,1300000,73,69,68,65,64,1291075.0
6169,M. Koné,Ivory Coast,Deportivo de La Coruña,27,5000,1200000,70,66,65,69,74,1295575.0
6170,M. van Duinen,Netherlands,PEC Zwolle,27,6000,1200000,72,65,66,67,67,1188250.0
6178,L. Veldwijk,South Africa,Sparta Rotterdam,27,6000,1200000,65,68,62,62,78,1211075.0
6180,J. Wurtz,Germany,SV Darmstadt 98,27,11000,1200000,68,69,71,63,74,1132250.0
6183,J. Böðvarsson,Iceland,Millwall,27,8000,1200000,69,68,67,72,65,1502625.0
6187,T. Figueroa,Argentina,CD Antofagasta,27,3000,1200000,70,76,68,68,71,1570250.0
6196,M. Montini,Italy,Dinamo Bucureşti,27,6000,1200000,75,72,68,62,63,1230050.0
6207,S. Mugoša,Montenegro,Incheon United FC,27,3000,1200000,71,70,67,70,71,1519750.0
6208,Crislan,Brazil,Shonan Bellmare,27,3000,1200000,66,65,68,66,76,983375.0
6212,S. Johnson,Liberia,Real Salt Lake,26,5000,1300000,69,69,64,64,66,1173375.0
6216,T. Lorch,South Africa,Orlando Pirates,25,1000,1200000,67,70,65,67,60,1156750.0
6217,M. Campos,Chile,Universidad de Chile,25,7000,1300000,71,72,60,67,70,1446500.0
6219,N. Stojiljković,Serbia,Boavista FC,26,4000,1300000,70,68,67,66,71,1313500.0
6223,I. Jebali,Tunisia,Odense Boldklub,27,8000,1200000,68,71,60,69,72,1335375.0
6224,B. Fernández,Colombia,Patriotas Boyacá FC,27,1000,1200000,68,77,68,68,68,1482500.0
6228,A. Layouni,Sweden,FK Bodø/Glimt,26,3000,1200000,66,63,66,69,64,1210350.0
6231,Yuri,Brazil,SD Ponferradina,36,4000,375000,72,69,67,68,69,845375.0
6242,Y. Okubo,Japan,Júbilo Iwata,37,3000,375000,77,70,62,72,74,761750.0
6266,C. Wondolowski,United States,San Jose Earthquakes,36,4000,375000,81,74,76,64,71,1403750.0
6270,J. Acuña,Paraguay,Albacete BP,31,5000,950000,67,64,65,64,75,896525.0
6271,Park Chu Young,Korea Republic,FC Seoul,33,5000,650000,70,72,64,70,69,1352375.0
6277,J. Garner,England,Wigan Athletic,31,9000,950000,71,68,66,65,69,1074975.0
6284,I. Parlak,Turkey,MKE Ankaragücü,32,11000,850000,69,71,68,65,69,1001000.0
6309,Edgar,Brazil,Daegu FC,32,4000,850000,72,68,68,64,74,845250.0
6310,D. Damjanović,Montenegro,Suwon Samsung Bluewings,37,3000,375000,71,71,68,71,69,1116125.0
6311,Chong Te Se,Korea DPR,Shimizu S-Pulse,35,2000,475000,68,69,73,64,71,651250.0
6312,T. Necid,Czech Republic,ADO Den Haag,29,6000,1100000,71,75,67,65,74,1507875.0
6319,D. Vera,Uruguay,Curicó Unido,34,3000,550000,69,66,64,70,72,817250.0
6323,J. Berget,Norway,Malmö FF,28,5000,1100000,72,66,68,66,74,1103200.0
6330,A. Dona Ndoh,Cameroon,AS Nancy Lorraine,33,4000,650000,75,70,65,63,67,806600.0
6332,R. Maniero,Italy,Pescara,31,3000,950000,73,72,60,69,70,1463000.0
6336,M. Kramer,Netherlands,ADO Den Haag,30,5000,1000000,75,73,66,64,69,1228125.0
6338,G. Madine,England,Cardiff City,28,15000,1100000,73,68,69,66,71,1290725.0
6352,G. Molins,Sweden,Malmö FF,30,5000,1000000,68,67,69,72,74,1731000.0
6353,Leandro Carrijo,Brazil,FC Juárez,33,10000,650000,66,71,66,65,74,875500.0
6354,R. Gestede,Benin,Middlesbrough,30,17000,1000000,69,66,60,68,72,921600.0
6355,Manu Barreiro,Spain,CD Lugo,32,5000,850000,73,65,69,70,69,1224225.0
6356,F. Ayité,Togo,Fulham,30,21000,1000000,63,66,71,70,78,1227925.0
6357,A. Bouhaddouz,Morocco,SV Sandhausen,32,4000,850000,68,69,66,68,75,1316625.0
6364,S. Bigalke,Germany,SpVgg Unterhaching,29,4000,1100000,65,65,69,71,66,1218150.0
6365,Júnior Negão,Brazil,Ulsan Hyundai FC,32,5000,850000,67,73,62,70,68,1143500.0
6366,A. Sobiech,Poland,Lechia Gdańsk,29,5000,1100000,67,69,67,66,70,1169875.0
6368,D. Čop,Croatia,Standard de Liège,29,9000,1100000,70,70,67,73,70,1665000.0
6371,E. Falkenburg,Netherlands,ADO Den Haag,31,5000,950000,68,72,67,68,69,1515250.0
6372,Jael,Brazil,FC Tokyo,30,6000,1000000,70,66,64,64,64,905700.0
6375,B. Parker,South Africa,Kaizer Chiefs,33,1000,650000,67,70,62,71,70,1872500.0
6396,A. Fink,Germany,Karlsruher SC,31,8000,950000,72,68,70,69,65,1061250.0
6403,J. Collins,Republic of Ireland,Luton Town,28,10000,1100000,70,70,65,65,69,1382500.0
6408,N. Giannetti,Italy,US Salernitana 1919,28,3000,1100000,72,68,60,68,60,1045275.0
6409,F. Mazzeo,Italy,Livorno,35,2000,475000,72,72,67,68,70,1446875.0
6420,D. Alibec,Romania,Astra Giurgiu,28,6000,1100000,65,68,55,71,74,1246750.0
6423,Alex,Portugal,Vitória de Setúbal,27,4000,1100000,64,62,65,70,69,1086125.0
6438,R. Hassan,Nigeria,SønderjyskE,28,8000,1100000,69,59,64,70,73,1339550.0
6442,Douglas Vieira,Brazil,Sanfrecce Hiroshima,31,7000,950000,69,70,64,67,64,1121375.0
6444,P. Hoban,Republic of Ireland,Dundalk,27,2000,1100000,68,71,66,65,67,1063375.0
6447,W. Bruin,United States,Seattle Sounders FC,29,5000,1100000,71,68,67,65,73,1111375.0
6450,C. Sapong,United States,Chicago Fire,30,5000,1000000,68,69,66,65,70,1053375.0
6455,Héber,Brazil,New York City FC,27,5000,1100000,71,71,68,69,65,1236875.0
6459,C. Galano,Italy,Pescara,28,3000,1100000,68,67,68,71,65,1224250.0
6461,A. Kamel,Egypt,Egypt,33,0,0,76,68,62,69,67,470125.0
6465,T. Hemed,Israel,Brighton & Hove Albion,32,22000,850000,70,70,74,70,73,1524250.0
6473,C. Insaurralde,Argentina,Newell's Old Boys,27,10000,1100000,70,76,71,70,71,2176500.0
6475,Dieguinho,Brazil,Os Belenenses,27,4000,1100000,65,64,67,74,67,1569900.0
6478,D. Mattocks,Jamaica,FC Cincinnati,28,5000,1100000,68,67,62,62,77,1165925.0
6479,P. Rodríguez,Argentina,Moreirense FC,29,7000,1000000,66,63,64,70,65,1138750.0
6495,K. Nagai,Japan,FC Tokyo,30,6000,1000000,67,63,70,61,68,521925.0
6506,W. Guisao,Colombia,Cúcuta Deportivo,27,1000,1100000,71,70,65,69,71,1293125.0
